latent_path,track_id,slice_id,genre_id,split
data/processed_latents/2_0.pt,2,0,3,train
data/processed_latents/2_1.pt,2,1,3,train
data/processed_latents/2_2.pt,2,2,3,train
data/processed_latents/5_0.pt,5,0,3,train
data/processed_latents/5_1.pt,5,1,3,train
data/processed_latents/5_2.pt,5,2,3,train
data/processed_latents/10_0.pt,10,0,6,train
data/processed_latents/10_1.pt,10,1,6,train
data/processed_latents/10_2.pt,10,2,6,train
data/processed_latents/140_0.pt,140,0,2,train
data/processed_latents/140_1.pt,140,1,2,train
data/processed_latents/140_2.pt,140,2,2,train
data/processed_latents/141_0.pt,141,0,2,test
data/processed_latents/141_1.pt,141,1,2,test
data/processed_latents/141_2.pt,141,2,2,test
data/processed_latents/148_0.pt,148,0,1,train
data/processed_latents/148_1.pt,148,1,1,train
data/processed_latents/148_2.pt,148,2,1,train
data/processed_latents/182_0.pt,182,0,7,train
data/processed_latents/182_1.pt,182,1,7,train
data/processed_latents/182_2.pt,182,2,7,train
data/processed_latents/190_0.pt,190,0,2,train
data/processed_latents/190_1.pt,190,1,2,train
data/processed_latents/190_2.pt,190,2,2,train
data/processed_latents/193_0.pt,193,0,2,train
data/processed_latents/193_1.pt,193,1,2,train
data/processed_latents/193_2.pt,193,2,2,train
data/processed_latents/194_0.pt,194,0,2,train
data/processed_latents/194_1.pt,194,1,2,train
data/processed_latents/194_2.pt,194,2,2,train
data/processed_latents/197_0.pt,197,0,2,test
data/processed_latents/197_1.pt,197,1,2,test
data/processed_latents/197_2.pt,197,2,2,test
data/processed_latents/200_0.pt,200,0,2,train
data/processed_latents/200_1.pt,200,1,2,train
data/processed_latents/200_2.pt,200,2,2,train
data/processed_latents/203_0.pt,203,0,2,train
data/processed_latents/203_1.pt,203,1,2,train
data/processed_latents/203_2.pt,203,2,2,train
data/processed_latents/204_0.pt,204,0,2,train
data/processed_latents/204_1.pt,204,1,2,train
data/processed_latents/204_2.pt,204,2,2,train
data/processed_latents/207_0.pt,207,0,2,train
data/processed_latents/207_1.pt,207,1,2,train
data/processed_latents/207_2.pt,207,2,2,train
data/processed_latents/210_0.pt,210,0,2,train
data/processed_latents/210_1.pt,210,1,2,train
data/processed_latents/210_2.pt,210,2,2,train
data/processed_latents/211_0.pt,211,0,2,train
data/processed_latents/211_1.pt,211,1,2,train
data/processed_latents/211_2.pt,211,2,2,train
data/processed_latents/212_0.pt,212,0,2,train
data/processed_latents/212_1.pt,212,1,2,train
data/processed_latents/212_2.pt,212,2,2,train
data/processed_latents/213_0.pt,213,0,6,train
data/processed_latents/213_1.pt,213,1,6,train
data/processed_latents/213_2.pt,213,2,6,train
data/processed_latents/255_0.pt,255,0,7,train
data/processed_latents/255_1.pt,255,1,7,train
data/processed_latents/255_2.pt,255,2,7,train
data/processed_latents/256_0.pt,256,0,7,train
data/processed_latents/256_1.pt,256,1,7,train
data/processed_latents/256_2.pt,256,2,7,train
data/processed_latents/368_0.pt,368,0,7,test
data/processed_latents/368_1.pt,368,1,7,test
data/processed_latents/368_2.pt,368,2,7,test
data/processed_latents/424_0.pt,424,0,1,val
data/processed_latents/424_1.pt,424,1,1,val
data/processed_latents/424_2.pt,424,2,1,val
data/processed_latents/459_0.pt,459,0,7,train
data/processed_latents/459_1.pt,459,1,7,train
data/processed_latents/459_2.pt,459,2,7,train
data/processed_latents/534_0.pt,534,0,2,train
data/processed_latents/534_1.pt,534,1,2,train
data/processed_latents/534_2.pt,534,2,2,train
data/processed_latents/540_0.pt,540,0,2,train
data/processed_latents/540_1.pt,540,1,2,train
data/processed_latents/540_2.pt,540,2,2,train
data/processed_latents/546_0.pt,546,0,2,train
data/processed_latents/546_1.pt,546,1,2,train
data/processed_latents/546_2.pt,546,2,2,train
data/processed_latents/574_0.pt,574,0,7,test
data/processed_latents/574_1.pt,574,1,7,test
data/processed_latents/574_2.pt,574,2,7,test
data/processed_latents/602_0.pt,602,0,2,test
data/processed_latents/602_1.pt,602,1,2,test
data/processed_latents/602_2.pt,602,2,2,test
data/processed_latents/615_0.pt,615,0,1,val
data/processed_latents/615_1.pt,615,1,1,val
data/processed_latents/615_2.pt,615,2,1,val
data/processed_latents/620_0.pt,620,0,2,train
data/processed_latents/620_1.pt,620,1,2,train
data/processed_latents/620_2.pt,620,2,2,train
data/processed_latents/621_0.pt,621,0,2,train
data/processed_latents/621_1.pt,621,1,2,train
data/processed_latents/621_2.pt,621,2,2,train
data/processed_latents/625_0.pt,625,0,2,test
data/processed_latents/625_1.pt,625,1,2,test
data/processed_latents/625_2.pt,625,2,2,test
data/processed_latents/666_0.pt,666,0,5,test
data/processed_latents/666_1.pt,666,1,5,test
data/processed_latents/666_2.pt,666,2,5,test
data/processed_latents/667_0.pt,667,0,5,train
data/processed_latents/667_1.pt,667,1,5,train
data/processed_latents/667_2.pt,667,2,5,train
data/processed_latents/676_0.pt,676,0,3,train
data/processed_latents/676_1.pt,676,1,3,train
data/processed_latents/676_2.pt,676,2,3,train
data/processed_latents/690_0.pt,690,0,7,val
data/processed_latents/690_1.pt,690,1,7,val
data/processed_latents/690_2.pt,690,2,7,val
data/processed_latents/694_0.pt,694,0,3,train
data/processed_latents/694_1.pt,694,1,3,train
data/processed_latents/694_2.pt,694,2,3,train
data/processed_latents/695_0.pt,695,0,3,train
data/processed_latents/695_1.pt,695,1,3,train
data/processed_latents/695_2.pt,695,2,3,train
data/processed_latents/704_0.pt,704,0,5,test
data/processed_latents/704_1.pt,704,1,5,test
data/processed_latents/704_2.pt,704,2,5,test
data/processed_latents/705_0.pt,705,0,5,train
data/processed_latents/705_1.pt,705,1,5,train
data/processed_latents/705_2.pt,705,2,5,train
data/processed_latents/706_0.pt,706,0,5,val
data/processed_latents/706_1.pt,706,1,5,val
data/processed_latents/706_2.pt,706,2,5,val
data/processed_latents/707_0.pt,707,0,5,train
data/processed_latents/707_1.pt,707,1,5,train
data/processed_latents/707_2.pt,707,2,5,train
data/processed_latents/708_0.pt,708,0,5,train
data/processed_latents/708_1.pt,708,1,5,train
data/processed_latents/708_2.pt,708,2,5,train
data/processed_latents/709_0.pt,709,0,5,train
data/processed_latents/709_1.pt,709,1,5,train
data/processed_latents/709_2.pt,709,2,5,train
data/processed_latents/714_0.pt,714,0,2,test
data/processed_latents/714_1.pt,714,1,2,test
data/processed_latents/714_2.pt,714,2,2,test
data/processed_latents/715_0.pt,715,0,2,train
data/processed_latents/715_1.pt,715,1,2,train
data/processed_latents/715_2.pt,715,2,2,train
data/processed_latents/716_0.pt,716,0,2,train
data/processed_latents/716_1.pt,716,1,2,train
data/processed_latents/716_2.pt,716,2,2,train
data/processed_latents/718_0.pt,718,0,2,train
data/processed_latents/718_1.pt,718,1,2,train
data/processed_latents/718_2.pt,718,2,2,train
data/processed_latents/777_0.pt,777,0,7,train
data/processed_latents/777_1.pt,777,1,7,train
data/processed_latents/777_2.pt,777,2,7,train
data/processed_latents/814_0.pt,814,0,2,train
data/processed_latents/814_1.pt,814,1,2,train
data/processed_latents/814_2.pt,814,2,2,train
data/processed_latents/821_0.pt,821,0,6,train
data/processed_latents/821_1.pt,821,1,6,train
data/processed_latents/821_2.pt,821,2,6,train
data/processed_latents/822_0.pt,822,0,6,train
data/processed_latents/822_1.pt,822,1,6,train
data/processed_latents/822_2.pt,822,2,6,train
data/processed_latents/825_0.pt,825,0,7,train
data/processed_latents/825_1.pt,825,1,7,train
data/processed_latents/825_2.pt,825,2,7,train
data/processed_latents/853_0.pt,853,0,5,train
data/processed_latents/853_1.pt,853,1,5,train
data/processed_latents/853_2.pt,853,2,5,train
data/processed_latents/890_0.pt,890,0,2,train
data/processed_latents/890_1.pt,890,1,2,train
data/processed_latents/890_2.pt,890,2,2,train
data/processed_latents/892_0.pt,892,0,2,train
data/processed_latents/892_1.pt,892,1,2,train
data/processed_latents/892_2.pt,892,2,2,train
data/processed_latents/897_0.pt,897,0,1,train
data/processed_latents/897_1.pt,897,1,1,train
data/processed_latents/897_2.pt,897,2,1,train
data/processed_latents/993_0.pt,993,0,7,train
data/processed_latents/993_1.pt,993,1,7,train
data/processed_latents/993_2.pt,993,2,7,train
data/processed_latents/995_0.pt,995,0,1,train
data/processed_latents/995_1.pt,995,1,1,train
data/processed_latents/995_2.pt,995,2,1,train
data/processed_latents/997_0.pt,997,0,1,train
data/processed_latents/997_1.pt,997,1,1,train
data/processed_latents/997_2.pt,997,2,1,train
data/processed_latents/998_0.pt,998,0,1,train
data/processed_latents/998_1.pt,998,1,1,train
data/processed_latents/998_2.pt,998,2,1,train
data/processed_latents/1039_0.pt,1039,0,7,train
data/processed_latents/1039_1.pt,1039,1,7,train
data/processed_latents/1039_2.pt,1039,2,7,train
data/processed_latents/1040_0.pt,1040,0,7,train
data/processed_latents/1040_1.pt,1040,1,7,train
data/processed_latents/1040_2.pt,1040,2,7,train
data/processed_latents/1066_0.pt,1066,0,1,train
data/processed_latents/1066_1.pt,1066,1,1,train
data/processed_latents/1066_2.pt,1066,2,1,train
data/processed_latents/1069_0.pt,1069,0,1,train
data/processed_latents/1069_1.pt,1069,1,1,train
data/processed_latents/1069_2.pt,1069,2,1,train
data/processed_latents/1073_0.pt,1073,0,1,train
data/processed_latents/1073_1.pt,1073,1,1,train
data/processed_latents/1073_2.pt,1073,2,1,train
data/processed_latents/1075_0.pt,1075,0,1,train
data/processed_latents/1075_1.pt,1075,1,1,train
data/processed_latents/1075_2.pt,1075,2,1,train
data/processed_latents/1082_0.pt,1082,0,5,train
data/processed_latents/1082_1.pt,1082,1,5,train
data/processed_latents/1082_2.pt,1082,2,5,train
data/processed_latents/1083_0.pt,1083,0,1,train
data/processed_latents/1083_1.pt,1083,1,1,train
data/processed_latents/1083_2.pt,1083,2,1,train
data/processed_latents/1087_0.pt,1087,0,7,test
data/processed_latents/1087_1.pt,1087,1,7,test
data/processed_latents/1087_2.pt,1087,2,7,test
data/processed_latents/1102_0.pt,1102,0,7,train
data/processed_latents/1102_1.pt,1102,1,7,train
data/processed_latents/1102_2.pt,1102,2,7,train
data/processed_latents/1193_0.pt,1193,0,2,train
data/processed_latents/1193_1.pt,1193,1,2,train
data/processed_latents/1193_2.pt,1193,2,2,train
data/processed_latents/1195_0.pt,1195,0,2,train
data/processed_latents/1195_1.pt,1195,1,2,train
data/processed_latents/1195_2.pt,1195,2,2,train
data/processed_latents/1196_0.pt,1196,0,2,train
data/processed_latents/1196_1.pt,1196,1,2,train
data/processed_latents/1196_2.pt,1196,2,2,train
data/processed_latents/1197_0.pt,1197,0,2,train
data/processed_latents/1197_1.pt,1197,1,2,train
data/processed_latents/1197_2.pt,1197,2,2,train
data/processed_latents/1249_0.pt,1249,0,1,train
data/processed_latents/1249_1.pt,1249,1,1,train
data/processed_latents/1249_2.pt,1249,2,1,train
data/processed_latents/1259_0.pt,1259,0,1,train
data/processed_latents/1259_1.pt,1259,1,1,train
data/processed_latents/1259_2.pt,1259,2,1,train
data/processed_latents/1270_0.pt,1270,0,7,train
data/processed_latents/1270_1.pt,1270,1,7,train
data/processed_latents/1270_2.pt,1270,2,7,train
data/processed_latents/1276_0.pt,1276,0,1,val
data/processed_latents/1276_1.pt,1276,1,1,val
data/processed_latents/1276_2.pt,1276,2,1,val
data/processed_latents/1277_0.pt,1277,0,1,train
data/processed_latents/1277_1.pt,1277,1,1,train
data/processed_latents/1277_2.pt,1277,2,1,train
data/processed_latents/1278_0.pt,1278,0,1,train
data/processed_latents/1278_1.pt,1278,1,1,train
data/processed_latents/1278_2.pt,1278,2,1,train
data/processed_latents/1417_0.pt,1417,0,7,train
data/processed_latents/1417_1.pt,1417,1,7,train
data/processed_latents/1417_2.pt,1417,2,7,train
data/processed_latents/1427_0.pt,1427,0,7,train
data/processed_latents/1427_1.pt,1427,1,7,train
data/processed_latents/1427_2.pt,1427,2,7,train
data/processed_latents/1443_0.pt,1443,0,1,train
data/processed_latents/1443_1.pt,1443,1,1,train
data/processed_latents/1443_2.pt,1443,2,1,train
data/processed_latents/1482_0.pt,1482,0,0,train
data/processed_latents/1482_1.pt,1482,1,0,train
data/processed_latents/1482_2.pt,1482,2,0,train
data/processed_latents/1510_0.pt,1510,0,1,train
data/processed_latents/1510_1.pt,1510,1,1,train
data/processed_latents/1510_2.pt,1510,2,1,train
data/processed_latents/1544_0.pt,1544,0,2,val
data/processed_latents/1544_1.pt,1544,1,2,val
data/processed_latents/1544_2.pt,1544,2,2,val
data/processed_latents/1642_0.pt,1642,0,6,train
data/processed_latents/1642_1.pt,1642,1,6,train
data/processed_latents/1642_2.pt,1642,2,6,train
data/processed_latents/1644_0.pt,1644,0,6,train
data/processed_latents/1644_1.pt,1644,1,6,train
data/processed_latents/1644_2.pt,1644,2,6,train
data/processed_latents/1649_0.pt,1649,0,6,train
data/processed_latents/1649_1.pt,1649,1,6,train
data/processed_latents/1649_2.pt,1649,2,6,train
data/processed_latents/1661_0.pt,1661,0,6,train
data/processed_latents/1661_1.pt,1661,1,6,train
data/processed_latents/1661_2.pt,1661,2,6,train
data/processed_latents/1663_0.pt,1663,0,6,test
data/processed_latents/1663_1.pt,1663,1,6,test
data/processed_latents/1663_2.pt,1663,2,6,test
data/processed_latents/1666_0.pt,1666,0,6,test
data/processed_latents/1666_1.pt,1666,1,6,test
data/processed_latents/1666_2.pt,1666,2,6,test
data/processed_latents/1673_0.pt,1673,0,1,train
data/processed_latents/1673_1.pt,1673,1,1,train
data/processed_latents/1673_2.pt,1673,2,1,train
data/processed_latents/1680_0.pt,1680,0,5,train
data/processed_latents/1680_1.pt,1680,1,5,train
data/processed_latents/1680_2.pt,1680,2,5,train
data/processed_latents/1681_0.pt,1681,0,5,train
